ID,이탈 여부 예측,이탈 확률(%)
3261282,Yes,61.3
3077002,Yes,61.3
3047762,Yes,61.3
3259754,Yes,61.3
3228866,Yes,61.3
3091938,Yes,61.3
3060330,Yes,61.3
3253078,Yes,61.3
3220730,Yes,61.3
3359658,Yes,61.3
3019766,Yes,61.3
3361834,Yes,61.3
3252262,Yes,61.3
3055378,Yes,61.3
3191830,Yes,61.2
3205918,Yes,61.2
3181130,Yes,61.2
3104430,Yes,61.2
3179710,Yes,61.2
3057162,Yes,61.2
3325326,Yes,61.2
3095418,Yes,61.2
3273942,Yes,61.2
3104606,Yes,61.2
3154750,Yes,61.2
3191410,Yes,61.2
3031490,Yes,61.2
3188542,Yes,61.2
3189530,Yes,61.2
3268062,Yes,61.2
3350698,Yes,61.2
3352930,Yes,61.2
3365958,Yes,61.2
3193234,Yes,61.2
3204886,Yes,61.2
3057366,Yes,61.2
3328582,Yes,61.2
3294918,Yes,61.2
3299034,Yes,61.2
3293930,Yes,61.2
3299578,Yes,61.2
3014670,Yes,61.2
3299678,Yes,61.2
3063186,Yes,61.2
3202886,Yes,61.2
3198354,Yes,61.2
3263770,Yes,61.2
3197042,Yes,61.2
3185382,Yes,61.2
3090878,Yes,61.2
3212094,Yes,61.2
3148578,Yes,61.2
3300018,Yes,61.2
3022266,Yes,61.2
3354434,Yes,61.2
3076646,Yes,61.2
3290830,Yes,61.2
3265886,Yes,61.2
3326470,Yes,61.2
3160886,Yes,61.2
3033058,Yes,61.2
3219974,Yes,61.2
3222010,Yes,61.2
3112070,Yes,61.2
3324478,Yes,61.2
3043830,Yes,61.2
3308618,Yes,61.2
3134330,Yes,61.2
3316562,Yes,61.2
3223214,Yes,61.2
3016082,Yes,61.2
3018914,Yes,61.2
3242058,Yes,61.2
3284430,Yes,61.2
3131478,Yes,61.2
3049082,Yes,61.2
3315614,Yes,61.2
3216802,Yes,61.2
3134294,Yes,61.2
3030666,Yes,61.2
3052838,Yes,61.2
3052946,Yes,61.2
3217178,Yes,61.2
3236162,Yes,61.2
3164646,Yes,61.2
3133766,Yes,61.2
3218950,Yes,61.2
3243166,Yes,61.2
3169342,Yes,61.2
3214430,Yes,61.2
3162354,Yes,61.2
3241242,Yes,61.2
3115390,Yes,61.2
3168930,Yes,61.2
3088906,Yes,61.2
3252470,Yes,61.2
3121574,Yes,61.2
3214646,Yes,61.2
3087206,Yes,61.2
3015894,Yes,61.2
3039182,Yes,61.2
3050346,Yes,61.2
3221502,Yes,61.2
3313426,Yes,61.2
3315042,Yes,61.2
3235746,Yes,61.2
3232326,Yes,61.2
3239918,Yes,61.2
3082614,Yes,61.2
3008598,Yes,61.2
3119862,Yes,61.2
3321806,Yes,61.2
3269334,Yes,61.1
3317358,Yes,61.1
3186058,Yes,61.1
3186050,Yes,61.1
3011854,Yes,61.1
3083770,Yes,61.1
3080906,Yes,61.1
3122678,Yes,61.1
3038390,Yes,61.1
3088558,Yes,61.1
3245170,Yes,61.1
3260462,Yes,61.1
3168526,Yes,61.1
3195426,Yes,61.1
3190502,Yes,61.1
3269886,Yes,61.1
3121806,Yes,61.1
3243194,Yes,61.1
3239078,Yes,61.1
3360894,Yes,61.1
3295358,Yes,61.1
3028598,Yes,61.1
3262518,Yes,61.1
3018826,Yes,61.1
3263014,Yes,61.1
3398694,Yes,61.1
3126718,Yes,61.1
3184618,Yes,61.1
3355854,Yes,61.1
3065950,Yes,61.1
3198270,Yes,61.1
3070422,Yes,61.1
3168214,Yes,61.1
3075174,Yes,61.1
3232766,Yes,61.1
3168194,Yes,61.1
3041262,Yes,61.1
3113818,Yes,61.1
3235690,Yes,61.1
3248134,Yes,61.1
3111938,Yes,61.1
3392654,Yes,61.1
3171674,Yes,61.1
3279642,Yes,61.1
3306302,Yes,61.1
3292106,Yes,61.1
3007070,Yes,61.1
3035602,Yes,61.1
3036362,Yes,61.1
3261322,Yes,61.1
3157590,Yes,61.1
3241322,Yes,61.1
3360058,Yes,61.1
3192218,Yes,61.1
3229470,Yes,61.1
3173798,Yes,61.1
3247742,Yes,61.1
3039738,Yes,61.1
3337910,Yes,61.1
3235806,Yes,61.1
3294486,Yes,61.1
3181762,Yes,61.1
3083030,Yes,61.1
3151182,Yes,61.1
3105482,Yes,61.1
3073730,Yes,61.1
3275742,Yes,61.1
3209034,Yes,61.1
3120914,Yes,61.1
3154434,Yes,61.1
3058622,Yes,61.1
3139270,Yes,61.1
3051854,Yes,61.1
3354538,Yes,61.1
3241094,Yes,61.1
3364222,Yes,61.1
3020602,Yes,61.1
3219626,Yes,61.1
3020762,Yes,61.1
3023654,Yes,61.1
3134338,Yes,61.1
3071978,Yes,61.1
3002786,Yes,61.1
3338562,Yes,61.1
3244266,Yes,61.1
3068966,Yes,61.1
3217830,Yes,61.1
3219302,Yes,61.1
3374874,Yes,61.1
3398114,Yes,61.1
3283434,Yes,61.1
3220542,Yes,61.1
3056094,Yes,61.1
3151090,Yes,61.1
3056202,Yes,61.1
3149730,Yes,61.1
3094238,Yes,61.1
3177990,Yes,61.1
3167314,Yes,61.1
3160466,Yes,61.1
3285298,Yes,61.1
3273578,Yes,61.1
3217342,Yes,61.1
3071878,Yes,61.1
3299478,Yes,61.1
3105394,Yes,61.1
3077318,Yes,61.1
3096510,Yes,61.1
3368698,Yes,61.1
3282090,Yes,61.0
3064498,Yes,61.0
3173702,Yes,61.0
3352526,Yes,61.0
3336762,Yes,61.0
3187726,Yes,61.0
3152006,Yes,61.0
3096718,Yes,61.0
3154298,Yes,61.0
3037322,Yes,61.0
3180110,Yes,61.0
3178090,Yes,61.0
3154958,Yes,61.0
3164798,Yes,61.0
3145654,Yes,61.0
3392502,Yes,61.0
3314422,Yes,61.0
3015258,Yes,61.0
3240178,Yes,61.0
3232234,Yes,61.0
3070462,Yes,61.0
3146786,Yes,61.0
3172990,Yes,61.0
3160506,Yes,61.0
3082578,Yes,61.0
3160538,Yes,61.0
3249438,Yes,61.0
3198946,Yes,61.0
3148090,Yes,61.0
3266698,Yes,61.0
3292718,Yes,61.0
3104346,Yes,61.0
3307590,Yes,61.0
3244578,Yes,61.0
3215894,Yes,61.0
3329126,Yes,61.0
3325594,Yes,61.0
3216318,Yes,61.0
3154894,Yes,61.0
3164122,Yes,61.0
3013410,Yes,61.0
3140038,Yes,61.0
3243890,Yes,61.0
3361206,Yes,61.0
3384738,Yes,61.0
3185158,Yes,61.0
3322006,Yes,61.0
3333974,Yes,61.0
3355238,Yes,61.0
3340494,Yes,61.0
3241678,Yes,61.0
3113830,Yes,61.0
3061050,Yes,61.0
3168542,Yes,61.0
3338978,Yes,61.0
3107594,Yes,61.0
3221094,Yes,61.0
3341170,Yes,61.0
3085490,Yes,61.0
3208054,Yes,61.0
3264966,Yes,61.0
3303994,Yes,61.0
3132430,Yes,61.0
3315046,Yes,61.0
3141414,Yes,61.0
3359674,Yes,61.0
3204358,Yes,61.0
3214574,Yes,61.0
3041166,Yes,61.0
3045058,Yes,61.0
3352386,Yes,61.0
3007022,Yes,61.0
3017298,Yes,61.0
3063198,Yes,61.0
3340150,Yes,61.0
3053266,Yes,61.0
3240654,Yes,61.0
3045498,Yes,61.0
3035682,Yes,61.0
3053046,Yes,61.0
3232630,Yes,61.0
3192794,Yes,61.0
3106454,Yes,61.0
3228410,Yes,61.0
3113534,Yes,61.0
3089434,Yes,61.0
3204018,Yes,61.0
3219210,Yes,61.0
3212890,Yes,61.0
3019274,Yes,61.0
3197038,Yes,61.0
3040154,Yes,60.9
3025626,Yes,60.9
3084290,Yes,60.9
3115470,Yes,60.9
3331630,Yes,60.9
3115858,Yes,60.9
3265166,Yes,60.9
3354738,Yes,60.9
3278854,Yes,60.9
3155734,Yes,60.9
3040362,Yes,60.9
3238418,Yes,60.9
3186330,Yes,60.9
3022666,Yes,60.9
3038662,Yes,60.9
3237490,Yes,60.9
3120214,Yes,60.9
3237242,Yes,60.9
3333902,Yes,60.9
3039110,Yes,60.9
3039394,Yes,60.9
3348554,Yes,60.9
3342106,Yes,60.9
3197810,Yes,60.9
3190126,Yes,60.9
3052122,Yes,60.9
3243930,Yes,60.9
3051894,Yes,60.9
3323218,Yes,60.9
3140486,Yes,60.9
3376886,Yes,60.9
3350194,Yes,60.9
3060042,Yes,60.9
3052742,Yes,60.9
3207102,Yes,60.9
3102170,Yes,60.9
3142066,Yes,60.9
3158578,Yes,60.9
3343174,Yes,60.9
3267410,Yes,60.9
3185266,Yes,60.9
3117726,Yes,60.9
3254466,Yes,60.9
3049446,Yes,60.9
3138114,Yes,60.9
3072342,Yes,60.9
3212926,Yes,60.9
3030954,Yes,60.9
3366394,Yes,60.9
3212734,Yes,60.9
3160054,Yes,60.9
3118010,Yes,60.9
3078918,Yes,60.9
3257698,Yes,60.9
3399922,Yes,60.9
3215494,Yes,60.9
3056514,Yes,60.9
3216034,Yes,60.9
3135690,Yes,60.9
3135458,Yes,60.9
3053410,Yes,60.9
3024814,Yes,60.9
3101978,Yes,60.9
3279666,Yes,60.9
3128686,Yes,60.9
3081786,Yes,60.9
3024050,Yes,60.9
3152106,Yes,60.9
3070738,Yes,60.9
3245894,Yes,60.9
3352390,Yes,60.9
3262150,Yes,60.9
3201370,Yes,60.9
3229782,Yes,60.9
3126750,Yes,60.9
3112254,Yes,60.9
3393334,Yes,60.9
3126066,Yes,60.9
3125650,Yes,60.9
3124926,Yes,60.9
3295290,Yes,60.9
3261418,Yes,60.9
3296034,Yes,60.9
3242242,Yes,60.9
3008718,Yes,60.9
3272162,Yes,60.9
3280174,Yes,60.9
3204658,Yes,60.9
3242346,Yes,60.9
3143410,Yes,60.9
3155294,Yes,60.9
3047242,Yes,60.9
3227138,Yes,60.9
3251038,Yes,60.9
3174686,Yes,60.9
3332838,Yes,60.8
3095382,Yes,60.8
3116306,Yes,60.8
3313642,Yes,60.8
3399846,Yes,60.8
3190074,Yes,60.8
3313794,Yes,60.8
3119666,Yes,60.8
3351770,Yes,60.8
3071058,Yes,60.8
3190834,Yes,60.8
3117630,Yes,60.8
3213714,Yes,60.8
3193198,Yes,60.8
3305666,Yes,60.8
3208142,Yes,60.8
3208078,Yes,60.8
3132826,Yes,60.8
3259194,Yes,60.8
3108074,Yes,60.8
3206598,Yes,60.8
3252422,Yes,60.8
3108522,Yes,60.8
3014954,Yes,60.8
3362402,Yes,60.8
3049502,Yes,60.8
3206174,Yes,60.8
3101786,Yes,60.8
3049366,Yes,60.8
3223698,Yes,60.8
3061586,Yes,60.8
3383370,Yes,60.8
3050434,Yes,60.8
3140918,Yes,60.8
3298066,Yes,60.8
3370038,Yes,60.8
3055794,Yes,60.8
3137234,Yes,60.8
3212894,Yes,60.8
3105178,Yes,60.8
3215210,Yes,60.8
3301398,Yes,60.8
3054274,Yes,60.8
3135786,Yes,60.8
3208742,Yes,60.8
3053798,Yes,60.8
3254434,Yes,60.8
3210042,Yes,60.8
3052066,Yes,60.8
3209978,Yes,60.8
3209310,Yes,60.8
3220070,Yes,60.8
3015974,Yes,60.8
3321550,Yes,60.8
3331350,Yes,60.8
3047354,Yes,60.8
3393734,Yes,60.8
3394174,Yes,60.8
3098910,Yes,60.8
3293326,Yes,60.8
3125346,Yes,60.8
3197818,Yes,60.8
3114254,Yes,60.8
3395862,Yes,60.8
3236634,Yes,60.8
3236762,Yes,60.8
3396098,Yes,60.8
3237290,Yes,60.8
3097550,Yes,60.8
3037434,Yes,60.8
3193474,Yes,60.8
3397570,Yes,60.8
3005126,Yes,60.8
3199018,Yes,60.8
3199338,Yes,60.8
3329154,Yes,60.8
3320514,Yes,60.8
3110578,Yes,60.8
3143974,Yes,60.8
3261250,Yes,60.8
3029366,Yes,60.8
3307342,Yes,60.8
3202530,Yes,60.8
3261610,Yes,60.8
3008398,Yes,60.8
3250278,Yes,60.8
3250486,Yes,60.8
3145034,Yes,60.8
3000646,Yes,60.8
3100042,Yes,60.8
3392174,Yes,60.8
3262162,Yes,60.8
3250306,Yes,60.8
3094234,Yes,60.8
3137002,Yes,60.8
3278858,Yes,60.8
3274902,Yes,60.8
3155690,Yes,60.8
3273742,Yes,60.8
3283998,Yes,60.8
3274018,Yes,60.8
3169598,Yes,60.8
3338930,Yes,60.8
3090230,Yes,60.8
3275674,Yes,60.8
3183798,Yes,60.8
3089794,Yes,60.8
3188118,Yes,60.8
3158626,Yes,60.8
3178938,Yes,60.8
3280490,Yes,60.8
3177382,Yes,60.8
3167890,Yes,60.8
3273130,Yes,60.8
3280870,Yes,60.8
3283098,Yes,60.8
3175994,Yes,60.8
3270242,Yes,60.8
3346466,Yes,60.8
3029010,Yes,60.7
3272838,Yes,60.7
3083434,Yes,60.7
3073042,Yes,60.7
3059030,Yes,60.7
3318778,Yes,60.7
3087154,Yes,60.7
3018362,Yes,60.7
3150746,Yes,60.7
3071598,Yes,60.7
3140046,Yes,60.7
3213474,Yes,60.7
3125178,Yes,60.7
3083322,Yes,60.7
3332662,Yes,60.7
3103738,Yes,60.7
3193282,Yes,60.7
3257794,Yes,60.7
3137906,Yes,60.7
3004246,Yes,60.7
3152922,Yes,60.7
3234342,Yes,60.7
3330386,Yes,60.7
3281882,Yes,60.7
3082666,Yes,60.7
3127938,Yes,60.7
3222542,Yes,60.7
3222842,Yes,60.7
3131038,Yes,60.7
3252910,Yes,60.7
3343490,Yes,60.7
3175586,Yes,60.7
3224950,Yes,60.7
3001098,Yes,60.7
3305618,Yes,60.7
3305626,Yes,60.7
3130290,Yes,60.7
3282706,Yes,60.7
3227922,Yes,60.7
3220250,Yes,60.7
3127758,Yes,60.7
3165634,Yes,60.7
3218802,Yes,60.7
3134846,Yes,60.7
3217082,Yes,60.7
3043658,Yes,60.7
3193058,Yes,60.7
3043534,Yes,60.7
3216134,Yes,60.7
3215858,Yes,60.7
3393094,Yes,60.7
3126406,Yes,60.7
3277854,Yes,60.7
3024902,Yes,60.7
3126114,Yes,60.7
3136326,Yes,60.7
3068986,Yes,60.7
3395734,Yes,60.7
3071674,Yes,60.7
3278902,Yes,60.7
3086066,Yes,60.7
3312974,Yes,60.7
3100862,Yes,60.7
3261194,Yes,60.7
3295370,Yes,60.7
3315810,Yes,60.7
3063158,Yes,60.7
3313290,Yes,60.7
3153502,Yes,60.7
3285530,Yes,60.7
3359194,Yes,60.7
3262302,Yes,60.7
3068058,Yes,60.7
3242606,Yes,60.7
3184310,Yes,60.7
3399166,Yes,60.7
3198646,Yes,60.7
3156446,Yes,60.7
3243442,Yes,60.7
3028074,Yes,60.7
3147246,Yes,60.7
3118642,Yes,60.7
3147494,Yes,60.7
3118618,Yes,60.7
3034366,Yes,60.7
3098070,Yes,60.7
3270130,Yes,60.7
3024542,Yes,60.7
3245938,Yes,60.7
3260034,Yes,60.7
3017414,Yes,60.7
3238734,Yes,60.7
3142594,Yes,60.7
3238730,Yes,60.7
3396714,Yes,60.7
3091634,Yes,60.7
3278826,Yes,60.7
3052030,Yes,60.6
3051838,Yes,60.6
3139350,Yes,60.6
3263710,Yes,60.6
3147146,Yes,60.6
3220418,Yes,60.6
3080170,Yes,60.6
3133446,Yes,60.6
3080238,Yes,60.6
3377522,Yes,60.6
3066178,Yes,60.6
3134514,Yes,60.6
3076778,Yes,60.6
3091638,Yes,60.6
3151682,Yes,60.6
3303350,Yes,60.6
3060310,Yes,60.6
3185826,Yes,60.6
3059178,Yes,60.6
3322562,Yes,60.6
3108058,Yes,60.6
3148362,Yes,60.6
3050262,Yes,60.6
3098134,Yes,60.6
3206734,Yes,60.6
3206822,Yes,60.6
3264266,Yes,60.6
3303170,Yes,60.6
3031810,Yes,60.6
3102826,Yes,60.6
3348854,Yes,60.6
3026298,Yes,60.6
3218942,Yes,60.6
3080338,Yes,60.6
3347678,Yes,60.6
3101118,Yes,60.6
3093334,Yes,60.6
3269782,Yes,60.6
3178754,Yes,60.6
3091894,Yes,60.6
3204262,Yes,60.6
3136670,Yes,60.6
3272002,Yes,60.6
3056446,Yes,60.6
3149798,Yes,60.6
3100954,Yes,60.6
3137902,Yes,60.6
3182990,Yes,60.6
3055250,Yes,60.6
3182894,Yes,60.6
3344574,Yes,60.6
3023486,Yes,60.6
3198850,Yes,60.6
3149662,Yes,60.6
3157758,Yes,60.6
3301818,Yes,60.6
3195010,Yes,60.6
3105830,Yes,60.6
3020718,Yes,60.6
3064578,Yes,60.6
3193078,Yes,60.6
3300094,Yes,60.6
3265010,Yes,60.6
3284194,Yes,60.6
3290674,Yes,60.6
3273350,Yes,60.6
3215826,Yes,60.6
3193446,Yes,60.6
3303718,Yes,60.6
3275034,Yes,60.6
3343314,Yes,60.6
3394490,Yes,60.6
3280162,Yes,60.6
3237022,Yes,60.6
3123310,Yes,60.6
3242178,Yes,60.6
3313554,Yes,60.6
3165022,Yes,60.6
3394138,Yes,60.6
3119786,Yes,60.6
3279258,Yes,60.6
3267982,Yes,60.6
3038750,Yes,60.6
3396450,Yes,60.6
3267950,Yes,60.6
3287974,Yes,60.6
3249302,Yes,60.6
3393466,Yes,60.6
3281034,Yes,60.6
3154774,Yes,60.6
3126854,Yes,60.6
3246742,Yes,60.6
3239174,Yes,60.6
3038366,Yes,60.6
3167214,Yes,60.6
3245114,Yes,60.6
3393126,Yes,60.6
3339062,Yes,60.6
3243770,Yes,60.6
3123918,Yes,60.6
3108786,Yes,60.6
3304770,Yes,60.6
3280002,Yes,60.6
3234738,Yes,60.6
3314454,Yes,60.6
3163386,Yes,60.6
3251534,Yes,60.6
3129430,Yes,60.6
3082862,Yes,60.6
3046190,Yes,60.6
3171858,Yes,60.6
3399494,Yes,60.6
3228050,Yes,60.6
3207578,Yes,60.5
3057082,Yes,60.5
3090810,Yes,60.5
3181986,Yes,60.5
3102054,Yes,60.5
3209494,Yes,60.5
3257450,Yes,60.5
3235770,Yes,60.5
3122734,Yes,60.5
3083258,Yes,60.5
3395590,Yes,60.5
3186714,Yes,60.5
3039070,Yes,60.5
3258070,Yes,60.5
3193502,Yes,60.5
3162654,Yes,60.5
3012730,Yes,60.5
3261070,Yes,60.5
3296666,Yes,60.5
3004426,Yes,60.5
3198746,Yes,60.5
3189006,Yes,60.5
3016866,Yes,60.5
3286850,Yes,60.5
3244858,Yes,60.5
3094146,Yes,60.5
3355994,Yes,60.5
3205318,Yes,60.5
3196922,Yes,60.5
3244538,Yes,60.5
3168842,Yes,60.5
3185822,Yes,60.5
3148402,Yes,60.5
3025338,Yes,60.5
3117302,Yes,60.5
3149462,Yes,60.5
3184394,Yes,60.5
3294262,Yes,60.5
3075622,Yes,60.5
3313570,Yes,60.5
3072154,Yes,60.5
3262074,Yes,60.5
3360310,Yes,60.5
3084294,Yes,60.5
3333858,Yes,60.5
3170422,Yes,60.5
3167570,Yes,60.5
3239678,Yes,60.5
3094650,Yes,60.5
3143366,Yes,60.5
3285958,Yes,60.5
3180214,Yes,60.5
3331958,Yes,60.5
3211566,Yes,60.5
3250198,Yes,60.5
3136074,Yes,60.5
3178470,Yes,60.5
3126618,Yes,60.5
3126754,Yes,60.5
3324298,Yes,60.5
3349366,Yes,60.5
3392922,Yes,60.5
3269390,Yes,60.5
3043782,Yes,60.5
3096142,Yes,60.5
3010990,Yes,60.5
3308366,Yes,60.5
3217850,Yes,60.5
3082218,Yes,60.5
3160606,Yes,60.5
3082022,Yes,60.5
3219062,Yes,60.5
3134358,Yes,60.5
3033178,Yes,60.5
3174338,Yes,60.5
3045950,Yes,60.5
3220498,Yes,60.5
3321330,Yes,60.5
3073566,Yes,60.5
3130562,Yes,60.5
3322670,Yes,60.5
3221654,Yes,60.5
3001178,Yes,60.5
3215698,Yes,60.5
3053646,Yes,60.5
3324538,Yes,60.5
3284606,Yes,60.5
3256366,Yes,60.5
3256762,Yes,60.5
3214526,Yes,60.5
3041390,Yes,60.5
3032482,Yes,60.5
3318010,Yes,60.4
3018278,Yes,60.4
3125162,Yes,60.4
3148606,Yes,60.4
3113490,Yes,60.4
3081766,Yes,60.4
3248698,Yes,60.4
3092830,Yes,60.4
3065134,Yes,60.4
3394474,Yes,60.4
3358458,Yes,60.4
3315258,Yes,60.4
3177514,Yes,60.4
3381790,Yes,60.4
3358518,Yes,60.4
3139850,Yes,60.4
3311190,Yes,60.4
3024254,Yes,60.4
3051770,Yes,60.4
3034250,Yes,60.4
3243406,Yes,60.4
3282838,Yes,60.4
3048326,Yes,60.4
3133222,Yes,60.4
3118518,Yes,60.4
3138290,Yes,60.4
3248090,Yes,60.4
3233702,Yes,60.4
3197750,Yes,60.4
3390710,Yes,60.4
3220590,Yes,60.4
3318086,Yes,60.4
3347906,Yes,60.4
3250874,Yes,60.4
3339950,Yes,60.4
3079938,Yes,60.4
3220114,Yes,60.4
3313410,Yes,60.4
3012534,Yes,60.4
3274894,Yes,60.4
3102286,Yes,60.4
3053962,Yes,60.4
3000578,Yes,60.4
3316826,Yes,60.4
3114766,Yes,60.4
3043446,Yes,60.4
3204814,Yes,60.4
3173186,Yes,60.4
3214802,Yes,60.4
3017514,Yes,60.4
3122762,Yes,60.4
3260370,Yes,60.4
3027346,Yes,60.4
3027382,Yes,60.4
3296834,Yes,60.4
3311738,Yes,60.4
3085266,Yes,60.4
3167346,Yes,60.4
3318862,Yes,60.4
3053222,Yes,60.4
3237454,Yes,60.4
3254934,Yes,60.4
3201638,Yes,60.4
3063374,Yes,60.4
3079370,Yes,60.4
3011802,Yes,60.4
3274318,Yes,60.4
3004350,Yes,60.4
3340170,Yes,60.4
3144154,Yes,60.4
3058966,Yes,60.4
3062850,Yes,60.4
3029358,Yes,60.4
3211766,Yes,60.4
3084266,Yes,60.4
3327966,Yes,60.4
3170318,Yes,60.4
3319790,Yes,60.4
3395946,Yes,60.4
3169014,Yes,60.4
3070190,Yes,60.4
3155762,Yes,60.4
3031550,Yes,60.4
3350166,Yes,60.4
3152102,Yes,60.4
3093194,Yes,60.4
3330806,Yes,60.4
3072990,Yes,60.4
3150034,Yes,60.4
3013542,Yes,60.4
3290350,Yes,60.4
3193582,Yes,60.4
3194350,Yes,60.4
3149162,Yes,60.4
3203002,Yes,60.3
3031534,Yes,60.3
3030682,Yes,60.3
3289026,Yes,60.3
3220850,Yes,60.3
3338326,Yes,60.3
3358962,Yes,60.3
3039538,Yes,60.3
3261774,Yes,60.3
3050602,Yes,60.3
3247230,Yes,60.3
3195594,Yes,60.3
3026970,Yes,60.3
3154134,Yes,60.3
3153066,Yes,60.3
3084034,Yes,60.3
3338802,Yes,60.3
3241426,Yes,60.3
3246042,Yes,60.3
3186370,Yes,60.3
3246302,Yes,60.3
3170330,Yes,60.3
3240174,Yes,60.3
3193206,Yes,60.3
3099034,Yes,60.3
3161990,Yes,60.3
3184358,Yes,60.3
3121446,Yes,60.3
3329418,Yes,60.3
3083842,Yes,60.3
3246906,Yes,60.3
3200306,Yes,60.3
3238598,Yes,60.3
3023886,Yes,60.3
3002946,Yes,60.3
3172590,Yes,60.3
3190726,Yes,60.3
3308014,Yes,60.3
3043974,Yes,60.3
3223846,Yes,60.3
3287862,Yes,60.3
3057150,Yes,60.3
3060218,Yes,60.3
3283026,Yes,60.3
3308078,Yes,60.3
3307998,Yes,60.3
3127198,Yes,60.3
3207534,Yes,60.3
3080746,Yes,60.3
3111374,Yes,60.3
3307294,Yes,60.3
3140670,Yes,60.3
3187782,Yes,60.3
3251066,Yes,60.3
3259690,Yes,60.3
3091366,Yes,60.3
3269762,Yes,60.3
3049530,Yes,60.3
3354602,Yes,60.3
3004914,Yes,60.3
3108222,Yes,60.3
3078086,Yes,60.3
3068546,Yes,60.3
3334958,Yes,60.3
3070898,Yes,60.3
3143146,Yes,60.3
3193986,Yes,60.3
3265442,Yes,60.3
3112354,Yes,60.3
3211554,Yes,60.3
3056902,Yes,60.3
3205430,Yes,60.3
3043650,Yes,60.3
3319838,Yes,60.3
3161582,Yes,60.3
3226478,Yes,60.3
3331486,Yes,60.3
3160954,Yes,60.3
3154034,Yes,60.3
3355306,Yes,60.3
3117662,Yes,60.3
3301646,Yes,60.3
3216614,Yes,60.3
3313522,Yes,60.3
3177898,Yes,60.3
3088746,Yes,60.2
3328578,Yes,60.2
3160366,Yes,60.2
3126510,Yes,60.2
3068038,Yes,60.2
3107134,Yes,60.2
3302950,Yes,60.2
3339406,Yes,60.2
3288822,Yes,60.2
3392270,Yes,60.2
3075494,Yes,60.2
3037794,Yes,60.2
3160162,Yes,60.2
3230970,Yes,60.2
3082114,Yes,60.2
3137850,Yes,60.2
3367382,Yes,60.2
3288794,Yes,60.2
3397202,Yes,60.2
3345226,Yes,60.2
3083158,Yes,60.2
3214530,Yes,60.2
3055970,Yes,60.2
3121394,Yes,60.2
3064202,Yes,60.2
3254826,Yes,60.2
3048458,Yes,60.2
3286194,Yes,60.2
3065586,Yes,60.2
3344274,Yes,60.2
3103818,Yes,60.2
3200438,Yes,60.2
3084994,Yes,60.2
3304538,Yes,60.2
3322214,Yes,60.2
3117622,Yes,60.2
3201350,Yes,60.2
3262418,Yes,60.2
3230438,Yes,60.2
3049094,Yes,60.2
3086766,Yes,60.2
3043866,Yes,60.2
3193966,Yes,60.2
3043878,Yes,60.2
3184046,Yes,60.2
3396510,Yes,60.2
3206774,Yes,60.2
3095326,Yes,60.2
3181778,Yes,60.2
3288894,Yes,60.2
3089746,Yes,60.2
3051614,Yes,60.2
3148670,Yes,60.2
3399830,Yes,60.2
3288446,Yes,60.2
3260266,Yes,60.2
3162906,Yes,60.2
3060134,Yes,60.2
3067778,Yes,60.2
3025258,Yes,60.2
3111670,Yes,60.2
3270830,Yes,60.2
3179450,Yes,60.2
3223098,Yes,60.2
3130786,Yes,60.2
3346094,Yes,60.2
3277086,Yes,60.2
3088086,Yes,60.2
3232618,Yes,60.2
3217758,Yes,60.2
3109622,Yes,60.2
3155174,Yes,60.2
3098782,Yes,60.2
3097658,Yes,60.2
3086006,Yes,60.2
3286918,Yes,60.2
3159210,Yes,60.2
3335750,Yes,60.2
3120146,Yes,60.2
3069558,Yes,60.2
3345246,Yes,60.2
3255950,Yes,60.2
3072730,Yes,60.2
3233398,Yes,60.2
3209290,Yes,60.2
3174958,Yes,60.2
3226270,Yes,60.2
3132674,Yes,60.2
3218666,Yes,60.2
3129882,Yes,60.2
3355258,Yes,60.2
3110122,Yes,60.2
3067706,Yes,60.2
3197730,Yes,60.2
3192934,Yes,60.2
3012850,Yes,60.2
3103482,Yes,60.2
3125834,Yes,60.2
3110798,Yes,60.2
3395134,Yes,60.2
3124374,Yes,60.2
3251830,Yes,60.2
3282806,Yes,60.2
3168554,Yes,60.2
3161838,Yes,60.2
3042742,Yes,60.2
3246502,Yes,60.2
3247502,Yes,60.1
3289250,Yes,60.1
3212990,Yes,60.1
3190882,Yes,60.1
3113602,Yes,60.1
3308934,Yes,60.1
3221930,Yes,60.1
3093866,Yes,60.1
3088794,Yes,60.1
3013818,Yes,60.1
3049862,Yes,60.1
3049882,Yes,60.1
3324022,Yes,60.1
3051062,Yes,60.1
3249314,Yes,60.1
3126054,Yes,60.1
3183302,Yes,60.1
3396258,Yes,60.1
3085450,Yes,60.1
3142374,Yes,60.1
3203834,Yes,60.1
3399238,Yes,60.1
3071438,Yes,60.1
3155610,Yes,60.1
3104218,Yes,60.1
3331862,Yes,60.1
3395518,Yes,60.1
3145010,Yes,60.1
3022202,Yes,60.1
3061430,Yes,60.1
3295494,Yes,60.1
3278158,Yes,60.1
3273642,Yes,60.1
3354846,Yes,60.1
3094298,Yes,60.1
3203130,Yes,60.1
3137942,Yes,60.1
3125294,Yes,60.1
3143734,Yes,60.1
3076018,Yes,60.1
3161198,Yes,60.1
3056034,Yes,60.1
3365554,Yes,60.1
3049478,Yes,60.1
3148354,Yes,60.1
3281258,Yes,60.1
3261446,Yes,60.1
3157674,Yes,60.1
3108678,Yes,60.1
3281442,Yes,60.1
